Series Name,Series Code,Country Name,Country Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Romania,ROU,..,..,..,..,..,..,..,..,..,1288.102388,1178.915284,911.9969607,798.0885722,831.8153237,955.2588053,1185.924731,1165.650957,1162.144447,1419.834674,1225.352541,1282.509333,1409.058662,1587.096996,1994.490362,2612.625569,3590.152291,4523.285116,6738.994639,8556.097631,6979.995816,6604.568283,7149.299417,6690.716365,7550.263139,8056.253588,7231.649365,7681.166723,8556.190344,9716.217175,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,1712.502021,1556.951804,1352.64505,1300.127774,1576.392655,1727.428354,1177.635888,959.6331993,1277.903439,1566.753804,1783.043495,2209.397904,3136.983873,4060.590399,5322.945866,7230.321169,9096.746511,6679.046482,8407.942897,11266.57236,12127.9637,12562.40468,11059.51548,7454.900685,7010.879684,8553.252171,8573.213382,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Rwanda,RWA,211.0229714,241.3878229,226.3592702,237.023176,244.4700729,253.1211785,267.3642486,282.7699259,299.2787182,289.1586575,305.4459892,230.2068545,259.3391097,271.027118,91.46519615,172.9708704,177.6524303,227.7823444,226.0851049,199.414623,183.2687052,168.9401023,163.7045618,169.1905969,194.1881743,240.3896894,308.2619347,364.6000299,435.7350569,468.8286405,497.6050266,544.8922181,588.5290076,580.0243506,590.166058,594.6605133,586.6092906,595.3084359,613.6103839,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Samoa,WSM,..,..,523.7330345,484.1478894,425.4950996,362.3766695,387.3511927,438.8701032,486.0638116,442.888791,464.2625049,454.7821753,..,..,..,..,..,..,..,..,..,..,1320.197029,1527.60028,1891.171174,2063.255354,2244.938789,2555.150297,2755.440605,2642.136689,3032.989691,3342.068145,3441.79726,3457.372898,3359.347319,3531.440469,3551.927142,3655.921258,3569.485239,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,448.8207763,493.7303671,590.6152129,649.5451642,763.357938,816.433161,828.163764,961.9544989,887.1997797,851.8660932,873.3153672,817.6377141,1028.081001,1180.016129,997.7077225,1158.061948,1218.845341,1384.699748,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Saudi Arabia,SAU,9951.241396,11766.27741,11308.86907,9502.477252,8199.970534,7267.903319,5893.589583,5460.552172,5502.631133,5561.040875,5889.07537,6490.896283,6633.942516,6300.40603,6123.16596,6339.414147,6570.958188,6876.637155,6134.092459,6670.638815,7222.902072,7035.224458,7159.775512,7574.065365,8595.56427,10518.02775,11769.70963,12905.70174,15287.55595,13360.43507,15775.55115,18570.37542,19716.72166,19474.99999,19451.42694,16862.71306,16349.04035,17074.09234,18798.76334,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Senegal,SEN,725.2883472,636.3362244,613.5117777,535.7566513,506.6560825,543.6835228,751.4378575,877.3003686,838.4199435,800.3759685,906.5089617,859.1350096,894.7966012,804.2366594,524.049092,632.861804,641.0541188,568.684259,598.4190784,594.9359005,528.2376684,543.2700814,577.2270233,728.7313626,834.9484143,882.7150724,923.9883736,1089.187831,1264.508355,1165.52186,1135.66735,1198.031342,1151.130348,1191.012308,1211.158163,1047.26952,1072.095904,1147.81844,1231.010515,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3647.640983,4784.129302,5769.078686,5070.406131,4680.321228,5563.808728,4852.045537,5402.959168,5296.561112,4431.569382,4506.580767,4863.342306,5708.818777,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,4669.608004,4573.331904,5495.216482,5863.297247,5935.387232,5901.930466,5748.639612,6331.80453,6574.5666,6525.74973,6307.967846,6583.603088,6563.00339,7061.687577,9155.96946,9886.75706,10688.68605,9901.107748,8953.836554,7997.672649,9045.32814,9371.696141,9928.525532,12286.87204,12019.81157,12013.59912,12037.97335,12684.34037,13472.34264,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Sierra Leone,SLE,260.7595742,261.2223355,294.5889661,221.5165068,244.8427666,189.4688447,86.87850705,136.2128164,203.6853207,173.3067997,103.5430258,134.1990889,109.5310442,141.1058175,154.2955725,148.8110571,168.8163876,151.6306269,105.7345777,117.4209995,108.1775691,193.4694005,212.4948571,213.9575252,217.8009931,243.3145528,273.9710089,321.3060845,375.5014145,360.2070373,346.7870524,375.2203278,489.0381402,569.3970635,571.9616014,494.2022597,361.4454255,401.3115692,435.3973517,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Singapore,SGP,4051.835939,4540.603185,4935.687445,5526.766323,6175.607956,5976.147217,5668.111532,6108.676488,7424.709316,8799.928606,10072.93126,12254.62564,13817.75546,15326.37642,18712.79896,21962.44154,22830.81859,23628.48393,19015.84972,18783.25713,20369.37616,18218.97401,18238.09227,19275.74555,21782.01733,23860.49831,28116.12343,33181.90243,32782.17108,31086.345,40436.71238,45068.06104,45802.42467,46313.15917,47717.70714,43968.45318,45119.18075,47736.87514,50176.23693,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3775.18431,4088.21686,4015.406471,4334.489893,4351.656742,4183.400648,4453.380862,5066.096135,6383.420942,8023.87466,8978.699945,10241.17637,12737.17712,14987.24212,13125.1238,13091.5505,14071.12633,13646.79968,14309.39473,14602.14313,12650.86393,12782.56807,13737.43722,15123.37437,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8884.864267,8836.228912,8524.869103,9070.671338,9356.824845,8168.653532,8445.569641,9467.490144,11932.399,13751.82119,14498.22804,15765.11312,18970.00629,21826.01185,19485.49592,18508.73132,19718.60891,17513.69467,18213.64569,18975.91372,15940.7849,16733.05438,18544.84955,20700.64908,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Solomon Islands,SLB,420.0166725,452.260378,472.9631426,424.2354489,582.0931532,507.6782536,431.4957785,505.9787558,637.6987923,666.1323444,594.097585,645.6145643,672.9180795,644.7629199,695.1121772,720.0553438,716.8201904,1311.872575,1053.874722,1053.946188,947.4260545,847.0103678,691.0927257,632.5441307,703.6148526,736.674453,767.8386691,705.9376016,692.5010879,589.7980756,615.1651127,762.132771,1107.21892,1306.708885,1272.923889,1346.946164,1389.479254,1385.756302,1468.713035,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,South Africa,ZAF,2148.971871,2178.268122,1923.716412,2100.078862,1877.185829,1315.72293,1468.678056,1942.473628,2063.053781,2113.514089,2429.81658,2614.455446,2823.273562,2790.955418,2844.903986,3102.709035,2892.283022,2953.251597,2615.352959,2555.917548,2511.379562,2169.250563,2063.178061,3099.307171,4005.285525,4488.515748,4632.013902,4898.660458,4410.187365,4738.759732,5888.868801,6382.082612,6007.801506,5447.084784,5167.744959,4673.210034,4251.408416,4957.25351,5117.291609,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1044.655273,1441.844447,896.124384,843.3331019,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Spain,ESP,5365.850341,4573.787204,4379.402369,3770.218784,3773.89625,3983.616971,5586.811566,7101.975565,8351.308715,9260.312855,11991.74668,12891.39606,14017.92063,11587.13787,11478.00598,13449.3088,13900.68211,12724.53096,13324.19352,13613.35621,12746.64412,13202.6539,14656.75681,18506.77614,21336.21789,22501.11022,24009.6262,27342.22344,29476.15661,26731.1252,25459.59934,26176.19557,23565.6385,24227.55297,24650.84332,21692.52482,22456.78993,23805.01873,25698.33915,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Sri Lanka,LKA,252.0607368,270.3665992,291.8258497,308.7197651,350.0127173,350.1875159,370.5467125,380.4338734,393.6761097,388.3890127,440.4813785,484.0165122,519.4002059,547.8152256,610.121159,667.4262683,706.1038161,765.6637111,784.9644809,771.7014989,799.7309368,773.3775049,809.2016548,922.3257896,994.7135229,1160.703236,1328.080081,1512.74647,1862.323519,1943.30675,2597.01846,2960.320904,3071.103051,3273.531022,3451.288059,3477.690488,3511.201213,3669.755436,3670.759365,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,St. Lucia,LCA,1187.019102,1334.545818,1228.341042,1308.169131,1656.370064,1820.732752,2152.643743,2312.189707,2561.766593,2860.225407,3174.743321,3301.765822,3630.849735,3587.823279,3700.079254,3843.648602,3972.684637,3992.042202,4279.046922,4457.277975,4492.127441,4185.305869,4247.023562,4555.987231,4784.16815,5082.000524,6269.789035,6478.507774,6875.295117,6772.979555,7152.814708,7629.94699,7640.297528,7913.813076,7941.758356,7948.326063,8412.049425,9048.482768,9254.088683,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,St. Vincent and the Grenadines,VCT,725.7314622,895.5590343,969.7695613,1041.615136,1138.84867,1210.957069,1274.212089,1425.593427,1556.91544,1703.53797,1866.695378,1971.022831,2186.3286,2247.050148,2244.19386,2436.954553,2580.123453,2673.92032,2873.218502,2966.241061,3028.571357,3337.470126,3557.897289,3640.552858,3890.547894,4141.422231,4644.535375,5265.526305,5362.597935,5301.934955,5360.352503,5316.74749,5533.510891,5753.412506,5559.782652,5869.657509,6115.218231,6224.456982,6324.030273,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1278.131125,1538.141953,1004.715331,1746.489282,2043.862457,1942.133874,2479.861631,764.3608071,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Suriname,SUR,1885.849438,2198.939396,2253.231368,2117.763988,2080.261742,2039.169649,2068.173429,2210.351116,2610.161889,1154.59535,780.6879863,890.3763819,773.4405361,803.133403,1179.868991,1374.42892,1641.437665,1697.235258,2055.289076,1540.633128,1525.911895,1193.020237,1785.297425,2107.933465,2352.007593,2842.590095,4147.65266,4677.623488,5293.554427,5985.357626,5602.035599,4557.858859,5299.288594,6092.301326,6636.381403,6467.02509,3430.509945,3002.38855,3262.767445,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Sweden,SWE,14662.67109,13258.77883,11578.44987,10569.90245,11036.38583,11494.73284,15254.51046,18571.84201,20825.99339,21668.3714,25646.2282,26515.13,26860.41665,19685.47495,21599.93586,25332.52822,27521.75393,25225.70963,25526.20848,25956.59801,24815.39042,22666.45247,24871.23292,31691.69649,35985.98298,36763.52559,40043.5211,46386.49624,48492.52958,39494.68271,45157.24711,51553.49256,49157.49408,51720.66766,50800.58947,43145.72854,43554.14924,45489.87554,46113.93312,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Switzerland,CHE,16094.35201,14790.21062,14879.5793,14752.02911,14188.76543,14199.71597,19991.52358,24581.28262,26428.08635,24838.40361,31007.71392,30894.10396,31619.06911,30809.40155,33702.88675,39938.74727,38622.70555,34274.13081,35378.13503,34693.1639,32746.58673,32046.10855,33659.29838,40905.16438,45327.11394,48046.73811,50118.77497,51180.54989,53001.68915,56383.76043,63545.95388,71179.03765,68123.4823,69084.89073,68813.55137,67085.39942,64061.59168,64629.75975,65569.26598,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Syrian Arab Republic,SYR,1198.088032,1448.348993,1516.011018,1583.266379,1526.592872,1416.103409,1135.571163,864.2644892,780.0482749,608.102368,692.6323488,784.9376864,777.6015921,783.4372061,542.9230447,590.4984155,679.5701971,689.3517733,791.9479162,746.5861015,819.0319169,940.9768406,917.1515229,891.0244585,1094.134482,1173.648603,1325.407778,1604.335171,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,246.0605554,317.0026085,446.6162242,623.2782967,851.3945387,753.6179811,780.0363998,896.233672,1048.885112,1137.149693,1186.240827,972.9586368,844.8303188,869.845951,878.3127761,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Tanzania,TZA,..,..,..,..,..,..,..,..,209.7587488,174.2340134,162.9061167,184.3448294,162.9847752,147.0187036,137.9620935,157.9061874,193.6842519,222.4896537,346.6494155,353.8028091,360.9450218,350.4190165,362.8682321,379.8840921,404.5474244,429.9516655,433.8741634,487.6003217,604.5309421,610.7076645,647.0065904,677.5496315,720.2806572,808.6366146,873.5426807,792.0985269,801.6589953,818.0284678,848.1282391,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Thailand,THA,607.843481,639.8902861,656.6275255,709.0366185,719.9707007,649.5636083,701.5786156,812.5770705,980.5095019,1136.178628,1302.52765,1480.330275,1651.87317,1899.666005,2130.270041,2416.50728,2544.938141,1993.224338,1422.650896,1606.178666,1582.237536,1467.701363,1651.112469,1859.704715,2110.490359,2271.20708,2666.897404,3177.868265,3421.607887,3321.198979,3996.947355,4363.047415,4504.091422,4622.231515,4492.260091,4432.937981,4603.329433,5084.378992,5548.396827,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,671.2212769,..,..,..,..,..,..,..,..,..,..,..,..,1170.778694,1134.859679,1370.950974,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Togo,TGO,340.5778224,267.9360631,208.4681597,190.6060193,175.3273913,187.2381341,257.1965371,297.7409428,324.9658191,311.5398238,371.3503982,353.190447,368.4987731,254.7619922,186.0956022,244.1357705,279.0053067,279.7977138,286.704433,284.3227003,259.6626969,252.5185785,283.6989927,335.350568,359.8531314,353.2201557,366.5071266,383.8753914,436.4949091,420.68082,415.6201222,447.5368639,367.3541871,428.3942993,460.5240829,426.7796061,434.0734677,456.3064829,522.716713,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Tonga,TON,..,664.0335854,655.9838215,627.4512127,664.2454613,624.0317204,715.4271255,842.9921904,1129.220078,1088.965752,1140.653596,1319.70485,1355.269577,1364.980142,1964.914854,1970.75385,2142.346736,2069.813603,1859.94307,1876.953152,1882.809668,1675.234123,1727.244723,1885.956259,2124.646551,2382.325065,2707.156373,2758.033883,3172.334717,2896.007959,3347.932158,3834.195046,4321.305563,4156.847359,4045.694883,3982.887122,3635.693108,3909.940981,4040.009008,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Trinidad and Tobago,TTO,3589.405359,4189.114161,5972.653846,5429.779381,5167.641672,4675.235718,3080.208222,2712.32292,2715.403208,2338.671481,2740.767973,3088.329016,3144.247119,2719.11408,2879.32226,3193.352016,3199.268263,3378.490594,3773.781235,4038.373307,4554.366907,5227.363676,5282.356902,6301.54053,7933.534439,8726.928817,9586.989464,11837.17641,15750.63194,10603.75547,12311.97983,12346.28952,12919.79392,14404.69887,14977.70963,15237.9251,13587.98837,13569.66901,13268.49251,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Tunisia,TUN,1095.99866,1044.101328,987.9041225,979.8489528,926.5269095,907.6160496,966.8647347,1007.451209,1043.343097,1018.695771,1242.439751,1270.323142,1353.302337,1229.418239,1311.021599,1508.653141,1603.656957,1709.452732,1796.263694,1869.960037,1713.447587,1785.247882,1846.624033,2200.247355,2470.486939,2467.856314,2611.839667,2846.833086,3124.401212,3104.969571,3150.968242,3191.454452,3117.59895,3192.644125,3305.075674,3007.753575,2908.272166,2735.639698,2674.351799,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Turkey,TUR,1312.434092,1320.227129,1170.75017,1093.018343,1038.54261,1142.314416,1261.112797,1398.822112,1416.404865,1669.422272,2340.845013,2282.620515,2377.379516,2678.575633,1860.617317,2407.26955,2550.070282,2634.420516,3766.953226,3401.142976,3591.199333,2483.16117,3001.071304,3938.162317,5079.900812,6266.613098,6791.887585,8207.301641,9078.972271,7452.412247,8960.08335,9573.317314,9886.610357,10612.44112,10203.38988,9203.920161,8919.908578,8710.928989,7644.555961,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,501.6033144,407.9501477,268.7060995,332.05383,492.6832351,680.1339309,794.741447,790.7478947,951.0753698,1212.42829,2095.036932,2801.716483,2909.276176,3394.660822,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21336.22415,22774.93368,23855.90861,23286.58862,24000.9585,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Uganda,UGA,47.03644524,57.44080303,100.8454433,118.1964437,208.63625,202.0019191,208.9452393,343.7762273,341.9827698,259.2019328,189.6076035,132.6685653,101.5994333,123.3344692,151.6485345,211.3482514,217.3699474,225.1469676,230.6697218,214.6213074,211.955278,189.7195132,192.2974913,172.7436532,226.4027383,251.5464392,271.3663698,314.3296785,342.7823593,633.035641,648.6605431,634.9294438,569.4693137,575.575971,620.832454,589.2121565,485.6980475,495.5193402,532.9669808,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,735.4935848,686.7333035,786.8069937,659.2852663,493.7903254,497.1364427,618.9686713,701.4432698,833.6258027,1104.363833,1507.776163,1898.118804,2558.417137,3290.406458,2052.706097,2424.195447,2909.092189,3226.535638,3352.420552,2632.282273,1819.242229,1859.470896,2235.817386,2619.905125,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30657.80533,29126.99719,28209.13032,29588.91534,32194.47956,33302.22895,35909.78428,36674.86428,37371.6263,27381.56843,30503.69937,34542.80731,36045.70251,37912.0899,39307.64382,35639.44113,35478.94624,37696.02034,39977.69156,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,United Kingdom,GBR,8779.910558,8298.397243,7957.52268,7582.908169,7129.838273,7456.157384,9363.812632,11469.98159,14010.06672,14048.12871,16307.74377,17062.12218,17866.88853,16082.7602,17641.49529,19202.04875,20185.40667,22723.25363,24692.85579,24716.74545,24284.58263,23981.61836,26163.56805,29996.80465,35075.35546,36694.64953,38315.21547,43161.69256,39715.40765,32389.22159,33417.48164,35730.86259,35528.63026,36035.21909,39476.90071,37385.56402,34098.89757,33877.20545,35825.11227,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,United States,USA,10140.76541,11451.40851,12039.05877,12768.50198,14268.77218,15158.36611,15844.56738,16736.25385,18148.5757,19122.70052,19887.73596,20270.96843,21188.71195,21893.66676,23109.32265,24112.6946,25335.07909,26827.5024,28295.38428,29596.31234,31215.34037,31896.6726,32543.67852,33629.55835,35553.45486,37570.57061,39758.75192,40523.92467,40068.15411,39044.64034,41003.0797,42635.9254,44736.34149,45675.52395,47714.87786,49199.66285,49634.98477,51309.04081,53497.29227,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Uruguay,URY,3166.509956,3548.543484,2887.45258,1550.547933,1443.690036,1407.97656,1813.155413,2300.338969,2546.947274,2588.317755,2843.975377,3459.936867,3992.107409,4627.688564,5339.665826,5826.530176,6159.21534,7161.487538,7511.853391,7040.444048,6635.057057,6038.129727,3932.018159,3324.790286,3783.702909,4882.926553,5512.884233,6567.156487,8380.891755,8620.65864,10825.7686,12881.97469,13050.57074,14815.0763,14393.65297,13381.08686,13039.55896,14467.43992,14118.83195,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,568.9934196,639.2010433,452.8333881,343.9320675,297.9433653,303.7392306,368.1394668,438.4889416,478.4844897,666.68264,864.3099402,999.6954879,1376.926562,1581.132942,1772.438955,1913.040232,2204.908674,2398.141986,2359.165288,1643.3284,1311.167252,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Vanuatu,VUT,749.6893918,625.9440773,613.7964957,714.9753866,866.3414042,862.0970928,818.35434,754.9603199,910.0674694,929.3012022,1009.568735,1030.074114,1008.790223,1027.278265,1040.987981,1157.454043,1151.171985,1164.819696,1286.508658,1310.821774,1257.266387,1215.193275,1171.254896,1355.097209,1524.646786,1580.446892,1761.802578,2042.108874,2450.089043,2299.683416,2552.36752,2836.294347,2650.431198,2812.975458,2818.18554,2548.079651,2610.439935,2755.740802,2834.920264,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,"Venezuela, RB",VEN,2773.657306,3307.818258,3492.276111,3263.45419,2871.534146,3048.788718,2973.688135,2253.894299,2808.51948,1874.517269,2072.118541,2322.877725,2516.88205,2439.85634,2321.859341,3072.351089,2671.955948,3200.557643,3459.841363,3656.675591,4197.475147,4393.279809,3137.485272,2760.536575,3608.572914,4664.451934,5934.583694,7519.850428,10457.57115,10819.06629,12719.25271,9832.474897,11702.11184,11159.31714,14788.6602,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Vietnam,VNM,..,..,..,..,..,..,..,..,..,85.43671103,76.86640916,116.5200611,116.6356186,154.8556835,191.0512649,241.0982278,281.2324122,303.3590085,306.3016685,318.0466061,361.0107517,378.3203276,403.593771,448.9143964,499.9623812,566.3461476,642.9369353,747.6635149,942.7364724,917.0425901,1097.890922,1254.012824,1439.787837,1577.120077,1692.716499,1755.77563,1873.880561,1936.524796,2106.661924,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,392.9311851,385.9173373,428.9864794,326.7685208,205.9149768,188.5477089,240.1005998,289.2820198,290.2740228,302.7539599,328.4556661,361.3097654,385.8106342,401.8759773,436.7448355,484.0996518,573.7140957,671.8592219,800.2839663,856.3623812,991.3753218,1026.821199,1182.128139,1360.229564,1417.836842,1274.336058,985.0572992,841.8164325,906.1729767,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Zambia,ZMB,487.143351,530.8173929,518.8972814,393.0478857,308.6403751,239.6863024,149.4244398,199.3783238,326.3817042,340.2168974,282.2730312,284.7453666,268.6313684,293.963946,318.9495817,317.8312712,303.2247264,352.145929,287.3717363,273.9723855,281.6061109,314.1633345,314.3671742,360.579169,410.8779884,520.113552,707.3949742,725.4095579,966.5786252,846.3754943,990.734473,1139.56274,1283.595201,1350.157507,1320.572684,995.7742959,941.8913635,1104.240601,1128.283417,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Zimbabwe,ZWE,795.9008881,927.8283136,945.644048,827.7106066,658.5553411,567.045609,597.1843276,621.3881207,689.9009331,712.5985173,736.9357994,700.6851719,533.3453252,515.0125023,528.8619321,532.4293161,645.0642292,633.4622016,464.5217943,499.6586,481.1284063,483.1198234,452.1957351,414.1037986,410.5008801,418.4463473,372.3107485,350.6650135,277.39555,586.6574478,722.9533379,793.056612,975.3382769,1129.19262,1134.428187,1140.746533,1172.794425,1232.838325,1379.003243,..,..
